,A01,A02,A03,A09,A10,A11,A12,A14,A15,A16,B01_011,B01_012,B01_013,B02_001,B02_002,B02_003,B02_004,B02_005,B02_006,B02_007,B02_008,B02_010,B03_014,B04_009,S01,S02,S03,S04,time
174,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 12:36:01
175,27.2,69.7,0.0,464.0,27.0,77.0,0.0,180.0,0.0,,,,,,,,,,,,,,,,27.2,22.2,0.4,10.2,2018-06-09 12:40:00
176,27.0,70.2,0.0,473.0,27.2,78.9,0.0,144.0,0.0,,,,,,,,,,,,,,,,27.1,22.0,0.4,10.4,2018-06-09 12:45:00
177,26.9,70.6,0.0,473.0,27.2,76.7,0.0,205.0,0.0,,,,,,,,,,,,,,,,27.0,22.1,0.4,10.5,2018-06-09 12:50:00
178,26.8,70.2,0.0,467.0,26.8,78.2,0.0,218.0,0.7,,,,,,,,,,,,,,,,27.0,21.8,0.4,10.5,2018-06-09 12:55:00
179,26.8,70.7,0.0,470.0,26.6,77.5,0.0,184.0,0.3,,,,,,,,,,,,,,,,26.7,22.1,0.4,10.6,2018-06-09 13:00:00
180,26.6,70.2,0.0,463.0,26.6,76.9,0.0,152.0,0.0,,,,,,,,,,,,,,,,26.7,21.8,0.4,10.6,2018-06-09 13:05:00
181,26.5,70.5,0.0,460.0,26.7,76.9,0.0,135.0,0.0,,,,,,,,,,,,,,,,26.7,22.1,0.4,10.6,2018-06-09 13:10:00
182,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 13:11:00
183,26.4,70.3,0.0,463.0,26.7,77.6,0.0,208.0,0.0,,,,,,,,,,,,,,,,26.6,22.1,0.4,10.6,2018-06-09 13:15:00
184,26.3,71.9,0.0,470.0,26.4,79.4,0.0,208.0,0.0,,,,,,,,,,,,,,,,26.6,21.8,0.4,10.7,2018-06-09 13:20:00
185,26.3,72.2,0.0,479.0,26.0,79.9,0.0,212.0,0.8,,,,,,,,,,,,,,,,26.5,21.8,0.4,10.7,2018-06-09 13:25:00
186,26.2,69.2,0.0,466.0,26.0,77.6,0.0,217.0,0.8,,,,,,,,,,,,,,,,26.3,21.8,0.4,10.7,2018-06-09 13:30:00
187,26.1,67.2,0.0,452.0,26.0,77.3,0.0,214.0,1.3,,,,,,,,,,,,,,,,26.2,22.0,0.4,10.7,2018-06-09 13:35:00
188,26.1,68.0,0.0,453.0,25.9,76.8,0.0,243.0,0.4,,,,,,,,,,,,,,,,26.2,22.1,0.4,10.7,2018-06-09 13:40:00
189,26.1,65.6,0.0,448.0,25.8,77.9,0.0,211.0,1.1,,,,,,,,,,,,,,,,26.2,22.1,0.4,10.7,2018-06-09 13:45:00
190,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 13:46:01
191,26.0,66.0,0.0,446.0,25.6,78.4,0.0,222.0,0.8,,,,,,,,,,,,,,,,26.0,22.0,0.4,10.8,2018-06-09 13:50:00
192,25.9,67.0,0.0,450.0,25.5,79.3,0.0,203.0,0.8,,,,,,,,,,,,,,,,26.0,22.0,0.4,10.8,2018-06-09 13:55:00
193,25.8,68.6,0.0,460.0,25.5,79.5,0.0,205.0,0.0,,,,,,,,,,,,,,,,25.7,22.1,0.4,10.8,2018-06-09 14:00:00
194,25.7,70.3,0.0,463.0,25.5,81.0,0.0,103.0,0.0,,,,,,,,,,,,,,,,25.7,22.1,0.4,10.8,2018-06-09 14:05:00
195,25.5,70.8,0.0,463.0,25.5,81.8,0.0,238.0,0.0,,,,,,,,,,,,,,,,25.7,22.0,0.4,10.9,2018-06-09 14:10:00
196,25.4,71.6,0.0,463.0,25.4,82.0,0.0,180.0,0.0,,,,,,,,,,,,,,,,25.6,22.0,0.4,10.9,2018-06-09 14:15:00
197,25.4,71.9,0.0,465.0,25.5,83.0,0.0,155.0,0.0,,,,,,,,,,,,,,,,25.6,21.8,0.4,11.0,2018-06-09 14:20:00
198,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 14:21:01
199,25.3,72.6,0.0,475.0,25.4,81.1,0.0,184.0,0.0,,,,,,,,,,,,,,,,25.5,22.1,0.4,11.0,2018-06-09 14:25:00
200,25.2,73.2,0.0,475.0,25.4,81.5,0.0,125.0,0.0,,,,,,,,,,,,,,,,25.3,21.8,0.4,11.0,2018-06-09 14:30:00
201,25.3,73.5,0.0,478.0,25.4,80.7,0.0,214.0,0.0,,,,,,,,,,,,,,,,25.5,21.8,0.4,11.0,2018-06-09 14:35:00
202,25.3,73.1,0.0,477.0,25.5,79.1,0.0,178.0,0.0,,,,,,,,,,,,,,,,25.3,22.1,0.4,11.1,2018-06-09 14:40:00
203,25.4,73.1,0.0,473.0,25.6,78.6,0.0,212.0,0.0,,,,,,,,,,,,,,,,25.3,21.7,0.4,11.1,2018-06-09 14:45:00
204,25.5,72.0,0.0,471.0,25.7,79.8,0.0,226.0,0.0,,,,,,,,,,,,,,,,25.3,21.8,0.4,11.1,2018-06-09 14:50:00
205,25.5,72.3,0.0,469.0,25.6,78.9,0.0,207.0,0.0,,,,,,,,,,,,,,,,25.2,22.2,0.4,11.1,2018-06-09 14:55:00
206,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 14:56:01
207,25.5,72.1,0.0,472.0,25.6,79.3,0.0,223.0,0.0,,,,,,,,,,,,,,,,25.2,21.8,0.4,11.1,2018-06-09 15:00:00
208,25.6,71.8,0.0,469.0,25.7,80.0,0.0,134.0,0.0,,,,,,,,,,,,,,,,25.2,22.2,0.4,11.2,2018-06-09 15:05:00
209,25.6,71.2,0.0,473.0,25.7,79.0,0.0,134.0,0.0,,,,,,,,,,,,,,,,25.2,21.8,0.4,11.2,2018-06-09 15:10:00
210,25.6,71.7,0.0,467.0,25.8,79.0,0.0,224.0,0.0,,,,,,,,,,,,,,,,25.2,22.1,0.4,11.2,2018-06-09 15:15:00
211,25.6,71.5,0.0,465.0,25.8,80.7,0.0,274.0,0.0,,,,,,,,,,,,,,,,25.2,22.2,0.4,11.2,2018-06-09 15:20:00
212,25.7,72.2,0.0,464.0,25.8,79.2,0.0,267.0,0.0,,,,,,,,,,,,,,,,25.2,22.0,0.4,11.2,2018-06-09 15:25:00
213,25.7,72.2,0.0,471.0,25.9,79.2,0.0,236.0,0.0,,,,,,,,,,,,,,,,25.2,21.7,0.4,11.2,2018-06-09 15:30:00
214,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 15:31:00
215,25.7,72.2,0.0,471.0,25.8,78.7,0.0,157.0,0.0,,,,,,,,,,,,,,,,25.2,22.2,0.4,11.3,2018-06-09 15:35:00
216,25.6,72.0,0.0,477.0,25.9,80.2,0.0,26.0,0.0,,,,,,,,,,,,,,,,25.1,21.7,0.4,11.2,2018-06-09 15:40:00
217,25.6,71.2,0.0,484.0,25.8,81.1,0.0,39.0,0.0,,,,,,,,,,,,,,,,25.1,21.8,0.4,11.2,2018-06-09 15:45:00
218,25.6,72.3,0.0,487.0,25.8,80.6,0.0,157.0,0.0,,,,,,,,,,,,,,,,25.1,22.0,0.4,11.2,2018-06-09 15:50:00
219,25.7,73.1,0.0,485.0,25.7,80.7,0.0,228.0,0.0,,,,,,,,,,,,,,,,25.1,21.7,0.4,11.3,2018-06-09 15:55:00
220,25.6,73.4,0.0,486.0,25.5,83.4,0.0,269.0,0.0,,,,,,,,,,,,,,,,25.1,22.1,0.4,11.3,2018-06-09 16:00:00
221,25.6,73.0,0.0,492.0,25.5,83.3,0.0,227.0,0.0,,,,,,,,,,,,,,,,25.1,22.1,0.4,11.3,2018-06-09 16:05:00
222,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 16:06:00
223,25.6,73.2,0.0,489.0,25.5,82.2,0.0,221.0,0.0,,,,,,,,,,,,,,,,25.1,22.1,0.4,11.3,2018-06-09 16:10:00
224,25.6,73.3,0.0,488.0,25.4,81.9,0.0,223.0,0.0,,,,,,,,,,,,,,,,25.1,22.2,0.4,11.3,2018-06-09 16:15:00
225,25.6,73.6,0.0,490.0,25.5,81.4,0.0,221.0,0.0,,,,,,,,,,,,,,,,25.1,22.2,0.4,11.3,2018-06-09 16:20:00
226,25.6,74.0,0.0,488.0,25.4,80.7,0.0,216.0,0.0,,,,,,,,,,,,,,,,25.1,22.0,0.4,11.3,2018-06-09 16:25:00
227,25.6,74.0,0.0,488.0,25.4,80.8,0.0,215.0,0.0,,,,,,,,,,,,,,,,25.1,22.2,0.4,11.3,2018-06-09 16:30:00
228,25.6,74.0,0.0,488.0,25.5,80.9,0.0,220.0,0.0,,,,,,,,,,,,,,,,25.1,22.2,0.4,11.3,2018-06-09 16:35:00
229,25.6,74.0,0.0,488.0,25.6,81.8,0.0,67.0,0.0,,,,,,,,,,,,,,,,25.1,22.2,0.4,11.3,2018-06-09 16:40:00
230,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 16:40:59
231,25.4,72.4,0.0,483.0,25.5,83.1,0.0,67.0,0.0,,,,,,,,,,,,,,,,24.8,22.0,0.4,11.3,2018-06-09 16:45:00
232,25.3,73.3,0.0,486.0,25.4,83.6,0.0,62.0,0.0,,,,,,,,,,,,,,,,25.0,22.0,0.4,11.3,2018-06-09 16:50:00
233,25.3,74.0,0.0,491.0,25.4,83.0,0.0,62.0,0.0,,,,,,,,,,,,,,,,24.8,22.0,0.4,11.4,2018-06-09 16:55:00
234,25.3,74.4,0.0,494.0,25.3,82.1,0.0,226.0,0.0,,,,,,,,,,,,,,,,24.8,21.7,0.4,11.4,2018-06-09 17:00:00
235,25.2,74.8,0.0,496.0,25.3,82.2,0.0,226.0,0.0,,,,,,,,,,,,,,,,24.7,21.8,0.4,11.4,2018-06-09 17:05:00
236,25.1,75.2,0.0,498.0,25.1,83.2,0.0,226.0,0.0,,,,,,,,,,,,,,,,24.7,22.0,0.4,11.4,2018-06-09 17:10:00
237,25.1,75.7,0.0,504.0,25.0,84.1,0.0,226.0,0.0,,,,,,,,,,,,,,,,24.7,22.1,0.4,11.4,2018-06-09 17:15:00
238,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 17:16:00
239,25.1,76.2,0.0,501.0,25.0,83.8,0.0,156.0,0.0,,,,,,,,,,,,,,,,24.7,22.1,0.4,11.5,2018-06-09 17:20:00
240,25.1,75.8,0.0,491.0,25.0,84.7,0.0,196.0,0.0,,,,,,,,,,,,,,,,24.7,22.1,0.4,11.5,2018-06-09 17:25:00
241,25.1,75.5,0.0,485.0,25.0,82.8,0.0,207.0,0.0,,,,,,,,,,,,,,,,24.7,22.0,0.4,11.5,2018-06-09 17:30:00
242,25.1,74.5,0.0,477.0,25.0,82.9,0.0,214.0,0.0,,,,,,,,,,,,,,,,24.6,22.0,0.4,11.5,2018-06-09 17:35:00
243,25.1,74.5,0.0,476.0,25.1,81.8,0.0,214.0,0.0,,,,,,,,,,,,,,,,24.6,22.0,0.4,11.5,2018-06-09 17:40:00
244,25.1,74.5,0.0,474.0,25.2,81.4,0.0,214.0,0.0,,,,,,,,,,,,,,,,24.7,22.1,0.4,11.5,2018-06-09 17:45:00
245,25.2,74.3,0.0,472.0,25.3,82.9,0.0,110.0,0.0,,,,,,,,,,,,,,,,24.7,21.8,0.4,11.5,2018-06-09 17:50:00
246,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 17:51:00
247,25.2,74.4,0.0,471.0,25.4,83.0,0.0,111.0,0.0,,,,,,,,,,,,,,,,24.7,22.0,0.4,11.5,2018-06-09 17:55:00
248,25.2,74.7,0.0,478.0,25.4,82.2,0.0,207.0,0.0,,,,,,,,,,,,,,,,24.7,22.1,0.4,11.5,2018-06-09 18:00:00
249,25.2,75.3,0.0,490.0,25.2,82.8,0.0,230.0,0.0,,,,,,,,,,,,,,,,24.7,22.0,0.4,11.5,2018-06-09 18:05:00
250,25.2,74.2,0.0,477.0,25.1,83.4,0.0,268.0,0.0,,,,,,,,,,,,,,,,24.6,22.0,0.4,11.5,2018-06-09 18:10:00
251,25.2,73.7,0.0,477.0,25.1,85.1,0.0,314.0,0.0,,,,,,,,,,,,,,,,24.7,22.0,0.4,11.5,2018-06-09 18:15:00
252,25.2,74.1,0.0,477.0,25.2,84.1,0.0,237.0,0.0,,,,,,,,,,,,,,,,24.6,21.8,0.4,11.5,2018-06-09 18:20:00
253,25.2,74.3,0.0,480.0,25.2,83.4,0.0,140.0,0.0,,,,,,,,,,,,,,,,24.6,22.0,0.4,11.4,2018-06-09 18:25:00
254,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 18:25:59
255,25.2,74.5,0.0,482.0,25.2,82.5,0.0,118.0,0.0,,,,,,,,,,,,,,,,24.6,22.0,0.4,11.5,2018-06-09 18:30:00
256,25.2,74.2,0.0,482.0,25.3,82.4,0.0,108.0,0.0,,,,,,,,,,,,,,,,24.6,21.8,0.4,11.5,2018-06-09 18:35:00
257,25.1,74.4,0.0,485.0,25.3,83.1,0.0,107.0,0.0,,,,,,,,,,,,,,,,24.6,21.8,0.4,11.5,2018-06-09 18:40:00
258,25.1,75.1,0.0,488.0,25.3,83.4,0.0,99.0,0.0,,,,,,,,,,,,,,,,24.6,22.1,0.4,11.5,2018-06-09 18:45:00
259,25.1,74.8,0.0,488.0,25.2,85.1,0.0,99.0,0.0,,,,,,,,,,,,,,,,24.6,22.1,0.4,11.5,2018-06-09 18:50:00
260,25.1,75.3,0.0,491.0,25.1,86.0,0.0,99.0,0.0,,,,,,,,,,,,,,,,24.6,22.2,0.4,11.5,2018-06-09 18:55:00
261,25.1,75.4,0.0,503.0,25.0,87.4,0.0,94.0,0.0,,,,,,,,,,,,,,,,24.6,22.1,0.4,11.5,2018-06-09 19:00:00
262,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 19:01:00
263,25.1,75.8,0.0,505.0,25.0,86.7,0.0,217.0,0.0,,,,,,,,,,,,,,,,24.6,22.1,0.4,11.5,2018-06-09 19:05:00
264,25.1,76.0,0.0,505.0,24.9,86.3,0.0,217.0,0.0,,,,,,,,,,,,,,,,24.6,22.0,0.4,11.5,2018-06-09 19:10:00
265,25.1,76.3,0.0,502.0,24.9,83.3,0.0,208.0,0.0,,,,,,,,,,,,,,,,24.6,21.8,0.4,11.5,2018-06-09 19:15:00
266,25.0,76.4,0.0,501.0,24.9,83.5,0.0,207.0,0.0,,,,,,,,,,,,,,,,24.5,21.8,0.4,11.5,2018-06-09 19:20:00
267,25.0,76.4,0.0,495.0,24.8,83.5,0.0,229.0,0.0,,,,,,,,,,,,,,,,24.5,21.8,0.4,11.6,2018-06-09 19:25:00
268,24.9,75.4,0.0,491.0,24.8,83.3,0.0,226.0,0.0,,,,,,,,,,,,,,,,24.5,21.8,0.4,11.6,2018-06-09 19:30:00
269,24.9,75.4,0.0,491.0,24.7,84.1,0.0,227.0,0.0,,,,,,,,,,,,,,,,24.5,21.8,0.4,11.6,2018-06-09 19:35:00
270,24.9,75.4,0.0,491.0,24.7,86.6,0.0,140.0,0.0,,,,,,,,,,,,,,,,24.5,21.8,0.4,11.6,2018-06-09 19:40:00
271,24.7,76.0,0.0,490.0,24.6,88.1,0.0,207.0,0.0,,,,,,,,,,,,,,,,24.3,22.0,0.4,11.6,2018-06-09 19:45:00
272,24.7,75.5,0.0,487.0,24.6,87.1,0.0,207.0,0.0,,,,,,,,,,,,,,,,24.3,21.8,0.4,11.6,2018-06-09 19:50:00
273,24.7,75.9,0.0,487.0,24.6,85.1,0.0,190.0,0.0,,,,,,,,,,,,,,,,24.3,22.1,0.4,11.6,2018-06-09 19:55:00
274,24.7,76.8,0.0,501.0,24.6,85.8,0.0,202.0,0.0,,,,,,,,,,,,,,,,24.3,22.2,0.4,11.6,2018-06-09 20:00:00
275,24.7,76.8,0.0,500.0,24.6,85.1,0.0,205.0,0.0,,,,,,,,,,,,,,,,24.3,21.8,0.4,11.6,2018-06-09 20:05:00
276,24.7,77.0,0.0,499.0,24.6,83.8,0.0,191.0,0.0,,,,,,,,,,,,,,,,24.3,22.0,0.4,11.6,2018-06-09 20:10:00
277,24.7,76.9,0.0,493.0,24.7,83.8,0.0,124.0,0.0,,,,,,,,,,,,,,,,24.3,22.0,0.4,11.6,2018-06-09 20:15:00
278,24.8,76.0,0.0,491.0,24.9,85.6,0.0,123.0,0.0,,,,,,,,,,,,,,,,24.2,22.1,0.4,11.6,2018-06-09 20:20:00
279,24.8,76.7,0.0,497.0,25.0,87.3,0.0,123.0,0.0,,,,,,,,,,,,,,,,24.2,21.8,0.4,11.6,2018-06-09 20:25:00
280,24.8,75.9,0.0,496.0,25.0,86.2,0.0,79.0,0.0,,,,,,,,,,,,,,,,24.2,22.0,0.4,11.6,2018-06-09 20:30:00
281,24.8,75.6,0.0,499.0,25.0,85.6,0.0,17.0,0.0,,,,,,,,,,,,,,,,24.2,22.1,0.4,11.6,2018-06-09 20:35:00
282,24.8,75.7,0.0,498.0,25.0,86.3,0.0,17.0,0.0,,,,,,,,,,,,,,,,24.2,22.0,0.4,11.6,2018-06-09 20:40:00
283,24.8,76.5,0.0,500.0,25.0,85.8,0.0,17.0,0.0,,,,,,,,,,,,,,,,24.2,22.0,0.4,11.6,2018-06-09 20:45:00
284,24.8,76.6,2.0,500.0,24.9,86.8,0.0,341.0,0.0,,,,,,,,,,,,,,,,24.2,22.1,0.4,11.6,2018-06-09 20:50:00
285,24.8,76.7,6.0,499.0,24.7,86.5,9.0,225.0,0.0,,,,,,,,,,,,,,,,24.2,22.1,0.4,11.6,2018-06-09 20:55:00
286,24.8,76.7,48.0,500.0,24.6,85.7,59.0,215.0,0.0,,,,,,,,,,,,,,,,24.2,22.2,0.4,11.6,2018-06-09 21:00:00
287,24.8,77.1,97.0,501.0,24.7,86.2,151.0,229.0,0.0,,,,,,,,,,,,,,,,24.2,22.1,0.5,11.6,2018-06-09 21:05:00
288,24.8,77.1,201.0,500.0,24.6,85.6,286.0,217.0,0.0,,,,,,,,,,,,,,,,24.2,22.1,0.4,11.6,2018-06-09 21:10:00
289,24.7,77.0,344.0,498.0,24.4,86.0,540.0,224.0,0.0,,,,,,,,,,,,,,,,24.2,22.0,0.4,11.7,2018-06-09 21:15:00
290,24.7,77.4,596.0,501.0,24.3,86.5,956.0,227.0,0.4,,,,,,,,,,,,,,,,24.2,22.2,0.4,11.6,2018-06-09 21:20:00
291,24.6,77.0,887.0,489.0,24.3,87.5,1441.0,229.0,0.0,,,,,,,,,,,,,,,,24.2,22.0,0.4,11.6,2018-06-09 21:25:00
292,24.6,77.0,1267.0,491.0,24.5,85.9,1932.0,198.0,0.0,,,,,,,,,,,,,,,,24.2,22.1,0.4,11.7,2018-06-09 21:30:00
293,24.7,76.4,1647.0,490.0,24.6,85.2,2505.0,232.0,0.0,,,,,,,,,,,,,,,,24.2,21.8,0.4,11.7,2018-06-09 21:35:00
294,24.8,76.1,2165.0,492.0,24.9,86.6,3171.0,332.0,0.0,,,,,,,,,,,,,,,,24.2,21.8,0.4,11.7,2018-06-09 21:40:00
295,24.9,75.4,2257.0,491.0,25.1,85.7,3363.0,327.0,0.0,,,,,,,,,,,,,,,,24.2,21.8,0.4,11.7,2018-06-09 21:45:00
296,25.1,75.5,2568.0,492.0,25.2,84.4,3682.0,70.0,0.0,,,,,,,,,,,,,,,,24.3,22.1,0.4,11.7,2018-06-09 21:50:00
297,25.2,75.6,2972.0,494.0,25.5,83.1,4041.0,240.0,0.0,,,,,,,,,,,,,,,,24.5,22.2,0.4,11.8,2018-06-09 21:55:00
298,25.4,75.3,2995.0,494.0,25.7,82.8,4144.0,244.0,0.0,,,,,,,,,,,,,,,,24.5,22.2,0.4,11.7,2018-06-09 22:00:00
299,25.5,74.4,2568.0,484.0,25.7,81.1,3697.0,237.0,0.0,,,,,,,,,,,,,,,,24.5,21.8,0.5,11.7,2018-06-09 22:05:00
300,25.6,73.7,2603.0,479.0,25.8,81.2,3939.0,225.0,0.0,,,,,,,,,,,,,,,,24.5,21.8,0.4,11.7,2018-06-09 22:10:00
301,25.6,72.6,3456.0,476.0,25.9,81.4,4849.0,226.0,0.0,,,,,,,,,,,,,,,,24.6,22.1,0.4,11.7,2018-06-09 22:15:00
302,26.3,71.4,5552.0,475.0,27.1,78.8,8098.0,253.0,0.0,,,,,,,,,,,,,,,,24.7,22.2,0.4,11.7,2018-06-09 22:20:00
303,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 22:23:18
304,27.7,68.0,5529.0,471.0,29.4,70.9,8093.0,264.0,0.0,,,,,,,,,,,,,,,,25.0,22.0,0.4,11.8,2018-06-09 22:25:00
305,28.6,63.7,5230.0,469.0,29.3,69.5,7854.0,289.0,0.1,,,,,,,,,,,,,,,,25.0,22.0,0.4,11.7,2018-06-09 22:30:00
306,29.1,61.6,5253.0,471.0,29.4,69.6,7077.0,275.0,0.4,,,,,,,,,,,,,,,,25.2,22.1,0.4,11.8,2018-06-09 22:35:00
307,29.4,61.0,4907.0,476.0,29.3,69.3,6809.0,293.0,0.2,,,,,,,,,,,,,,,,25.2,22.0,0.4,11.6,2018-06-09 22:40:00
308,29.4,60.9,7649.0,475.0,29.9,67.2,10705.0,274.0,0.0,,,,,,,,,,,,,,,,25.2,21.7,0.4,11.6,2018-06-09 22:45:00
309,29.8,59.4,9262.0,473.0,31.6,60.9,9905.0,309.0,0.4,,,,,,,,,,,,,,,,25.3,22.0,0.4,11.6,2018-06-09 22:50:00
310,31.2,55.5,15206.0,470.0,32.9,56.9,12692.0,234.0,0.0,,,,,,,,,,,,,,,,25.7,21.7,0.4,11.6,2018-06-09 22:55:00
311,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 22:58:14
312,32.0,52.1,16128.0,471.0,34.9,51.1,13209.0,238.0,0.8,,,,,,,,,,,,,,,,26.5,21.8,0.4,11.6,2018-06-09 23:00:00
313,33.5,48.5,16773.0,467.0,35.5,50.7,13654.0,248.0,0.0,,,,,,,,,,,,,,,,26.6,22.2,0.5,11.5,2018-06-09 23:05:00
314,34.8,45.1,16680.0,470.0,36.7,48.4,14108.0,326.0,0.4,,,,,,,,,,,,,,,,26.7,22.1,0.4,11.4,2018-06-09 23:10:00
315,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,,2018-06-09 23:12:54
316,35.1,44.5,16680.0,468.0,36.7,46.6,13976.0,293.0,0.9,,,,,,,,,,,,,,,,27.1,21.7,0.4,11.3,2018-06-09 23:15:00
317,33.5,47.0,19169.0,466.0,35.2,50.5,14742.0,289.0,0.9,,,,,,,,,,,,,,,,27.2,22.1,0.4,11.2,2018-06-09 23:20:00
318,33.0,48.7,19077.0,460.0,35.0,50.3,15061.0,278.0,0.9,,,,,,,,,,,,,,,,27.2,22.0,0.4,11.0,2018-06-09 23:25:00
319,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,2018-06-09 23:25:41
320,32.7,49.1,26910.0,461.0,35.6,50.2,15703.0,288.0,1.3,,,,,,,,,,,,,,,,27.6,22.0,0.5,11.0,2018-06-09 23:30:00
321,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-09 23:33:14
322,33.0,48.3,22855.0,459.0,35.0,52.2,15165.0,237.0,0.3,,,,,,,,,,,,,,,,27.8,22.0,0.4,10.9,2018-06-09 23:35:00
323,33.9,46.5,24330.0,457.0,36.4,47.6,15831.0,260.0,0.3,,,,,,,,,,,,,,,,28.1,22.0,0.4,10.8,2018-06-09 23:40:00
324,34.8,44.9,26910.0,453.0,37.0,45.2,16761.0,334.0,0.2,,,,,,,,,,,,,,,,28.7,22.1,0.5,10.8,2018-06-09 23:45:00
325,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,,2018-06-09 23:46:04
326,35.4,43.2,24883.0,450.0,38.0,43.4,17095.0,280.0,0.9,,,,,,,,,,,,,,,,29.1,22.0,0.4,10.6,2018-06-09 23:50:00
327,35.3,43.9,26726.0,448.0,36.7,46.3,17408.0,302.0,0.8,,,,,,,,,,,,,,,,29.2,22.5,0.4,10.5,2018-06-09 23:55:00
328,35.0,44.4,31703.0,449.0,36.7,45.8,17928.0,321.0,1.1,,,,,,,,,,,,,,,,29.2,22.5,0.4,10.6,2018-06-10 00:00:00
329,34.8,45.5,30228.0,449.0,37.5,44.2,18432.0,29.0,0.0,,,,,,,,,,,,,,,,29.5,22.2,0.5,10.2,2018-06-10 00:05:00
330,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-10 00:08:13
331,34.5,44.8,35389.0,450.0,38.4,42.1,18958.0,69.0,0.0,,,,,,,,,,,,,,,,29.2,22.5,0.4,10.2,2018-06-10 00:10:00
332,33.7,46.1,34467.0,447.0,38.4,41.9,19399.0,31.0,1.4,,,,,,,,,,,,,,,,28.8,22.2,0.5,10.1,2018-06-10 00:15:00
333,34.8,45.5,36679.0,447.0,38.0,43.9,19760.0,319.0,0.8,,,,,,,,,,,,,,,,29.5,22.3,0.5,10.1,2018-06-10 00:20:00
334,35.2,44.0,34652.0,447.0,38.1,43.0,20327.0,355.0,1.6,,,,,,,,,,,,,,,,29.5,22.3,0.5,10.0,2018-06-10 00:25:00
335,35.5,41.4,39075.0,445.0,37.7,43.7,21476.0,331.0,1.1,,,,,,,,,,,,,,,,30.0,22.2,0.5,9.9,2018-06-10 00:30:00
336,35.2,42.5,35942.0,445.0,37.9,43.7,20425.0,315.0,0.0,,,,,,,,,,,,,,,,29.2,22.3,0.5,9.9,2018-06-10 00:35:00
337,34.2,44.7,18155.0,446.0,36.1,46.4,12817.0,335.0,0.0,,,,,,,,,,,,,,,,29.3,22.3,0.5,9.8,2018-06-10 00:40:00
338,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-10 00:43:15
339,34.8,42.7,35389.0,443.0,37.0,43.5,21561.0,328.0,1.5,,,,,,,,,,,,,,,,29.6,22.2,0.5,9.8,2018-06-10 00:45:00
340,35.2,41.7,38338.0,438.0,37.6,42.1,21147.0,148.0,0.5,,,,,,,,,,,,,,,,30.0,22.3,0.5,9.8,2018-06-10 00:50:00
341,35.0,41.0,37416.0,435.0,38.3,40.7,20887.0,86.0,0.4,,,,,,,,,,,,,,,,29.7,22.2,0.5,9.8,2018-06-10 00:55:00
342,35.4,40.4,37416.0,429.0,38.3,41.6,21725.0,213.0,0.0,,,,,,,,,,,,,,,,29.8,22.3,0.5,9.8,2018-06-10 01:00:00
343,35.8,39.0,41103.0,427.0,39.3,38.0,22067.0,346.0,1.1,,,,,,,,,,,,,,,,30.0,22.2,0.5,9.8,2018-06-10 01:05:00
344,34.6,38.9,45342.0,423.0,39.0,37.8,22307.0,15.0,0.8,,,,,,,,,,,,,,,,29.7,22.2,0.5,9.7,2018-06-10 01:10:00
345,35.0,39.1,42577.0,418.0,39.2,37.7,22387.0,332.0,0.6,,,,,,,,,,,,,,,,30.0,22.2,0.5,9.7,2018-06-10 01:15:00
346,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-10 01:18:15
347,36.0,36.6,42209.0,420.0,39.7,38.8,22088.0,281.0,0.8,,,,,,,,,,,,,,,,30.5,22.2,0.5,9.6,2018-06-10 01:20:00
348,36.0,36.6,42209.0,420.0,38.4,39.0,21998.0,259.0,0.9,,,,,,,,,,,,,,,,30.5,22.2,0.5,9.6,2018-06-10 01:25:00
